time,open,high,low,close,Knn Classifier Line,Average Knn Classifier Line,upperBand1,upperBand2,upperBand3,lowerBand1,lowerBand2,lowerBand3,ema,ema,ema,ema,Volatility Filter,Candles (Open),Candles (High,Candles (Low),Candles (Close),Buy Entry Line,Buy Take Profit,Buy Target line,BUY Re Entry,BUY,BUY EXIT,Short Entry Line,Sell Take Profit,Sell Target line,SELL Re Entry,SELL,SELL EXIT,upperBand1,upperBand2,upperBand3,lowerBand1,lowerBand2,lowerBand3,ema,ema,ema,ema,Volatility Filter,Candles (Open),Candles (High,Candles (Low),Candles (Close),Buy Entry Line,Buy Take Profit,Buy Target line,BUY Re Entry,BUY,BUY EXIT,Short Entry Line,Sell Take Profit,Sell Target line,SELL Re Entry,SELL,SELL EXIT,Momemtum, Bullish Regular, Bullish Regular, Bullish Hidden, Bullish Hidden,Bearish Regular,Bearish Regular,Bearish Hidden,Bearish Hidden, 250, 150,-150,-250,Slow Pressure,Fast Pressure,Squeeze
2023-07-25T19:00:00Z,455.83,456.23,455.76,456.2,454.3795666666666,453.1917199872003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,455.83,456.23,455.76,456.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,456.56826129865095,457.049597305392,457.530933312133,454.64291727168694,454.1615812649459,453.6802452582049,456.20570515845884,456.1255902883902,456.0092947272569,455.90054886206144,453.37826775321804,455.83,456.23,455.76,456.2,455.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.99603665583983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,91.76060966587775,69.59519162602467,0
2023-07-25T19:15:00Z,456.19,456.27,455.92,455.98,454.3951222222222,453.21605558745637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,456.19,456.27,455.92,455.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,456.6211532897965,457.0959224962005,457.57069170260445,454.7220764641807,454.2473072577767,453.77253805137275,456.21739512964814,456.14780716709936,456.04188288634975,455.93943845552866,453.37826775321804,456.19,456.27,455.92,455.98,455.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.66941127670164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,80.5055784991655,41.285291562458305,0
2023-07-25T19:30:00Z,455.98,456.11,455.73,455.83,454.41663333333327,453.24067780904056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,455.98,456.11,455.73,455.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,456.6796622397855,457.1496929858693,457.61972373195306,454.7995392554505,454.3295085093667,453.85947776328294,456.19786874243937,456.1419906798533,456.05039752555604,455.9573923023151,453.82587585397414,455.98,456.11,455.73,455.83,455.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.33713502633736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,63.964444596345366,3.0014663709414506,0
2023-07-25T19:45:00Z,455.835,455.99,455.32,455.43,454.4563333333333,453.26634425285977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,455.835,455.99,455.32,455.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,456.27,NaN,456.6697362029701,457.1497654117497,457.62979462052925,454.74961936785184,454.26959015907227,453.7895609502927,456.1600744256322,456.1186074983374,456.0428478348615,455.9608246915451,453.82587585397414,455.835,455.99,455.32,455.43,455.52,NaN,NaN,NaN,NaN,456.27,NaN,NaN,NaN,NaN,NaN,NaN,61.20299820874915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,33.186940569985666,-74.23830860861554,0
2023-07-26T13:30:00Z,454.48,455.16,454.43,454.93,454.5151444444444,453.2932740344692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.48,455.16,454.43,454.93,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.68402844022205,457.19005618856266,457.6960839369033,454.6599174468597,454.1538896985191,453.6478619501785,455.9782427118809,455.97112942167007,455.9324918555038,455.876527355593,453.82587585397414,454.48,455.16,454.43,454.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.97868855284557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-6.508190907345174,-159.45864418997286,0
2023-07-26T13:45:00Z,454.93,455,454.62,454.81,454.5724666666666,453.32045188711317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.93,455,454.62,454.81,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.6646964937611,457.16442285468463,457.6641492156082,454.6657910500668,454.16606468914324,453.6663383282197,455.8003804006298,455.8217248952593,455.81593037356583,455.7842613181622,453.82587585397414,454.93,455,454.62,454.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.702340784445276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-33.954317150070985,-179.04485939819938,0
2023-07-26T14:00:00Z,454.81,454.99,454.55,454.89,454.63565555555556,453.34841284937085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.81,454.99,454.55,454.89,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.63872539185974,457.13546543473717,457.63220547761455,454.6517652203502,454.1550251774728,453.6582851345954,455.65303850960623,455.6937672190656,455.7126890768701,455.7006548636188,453.82587585397414,454.81,454.99,454.55,454.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6722309709729486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-48.4987736915525,-157.4051861693205,0
2023-07-26T14:15:00Z,454.87,454.96,454.46,454.71,454.7013444444445,453.3772045923834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.87,454.96,454.46,454.71,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.6089723033992,457.1058753441327,457.6027783848662,454.62136014046513,454.1244570997316,453.6275540589981,455.52703150785965,455.58087995459397,455.61860294226136,455.6226911937642,453.82587585397414,454.87,454.96,454.46,454.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-22.605174722447284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-59.34122702122038,-140.9005665842741,0
2023-07-26T14:30:00Z,454.72,454.85,454.31,454.4,454.76031111111115,453.40638050053576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.72,454.85,454.31,454.4,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.5676983025901,457.0667561912869,457.56581407998374,454.5714667478027,454.07240885910585,453.573350970409,455.40393487006696,455.46843688465646,455.5225275744787,455.5413552786311,453.82587585397414,454.72,454.85,454.31,454.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-39.603735954156754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-69.24617909695465,-134.7882290678172,0
2023-07-26T14:45:00Z,454.4,454.5,454.05,454.15,454.8064777777778,453.435452890525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.4,454.5,454.05,454.15,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.4853374761233,456.98194247038526,457.47854746464725,454.4989174990752,454.00231250481323,453.50570751055125,455.23958307550936,455.3194465947093,455.39471162766887,455.43173893351207,453.82587585397414,454.4,454.5,454.05,454.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-53.25341440468914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-77.32350632777586,-130.2878493902602,0
2023-07-26T15:00:00Z,454.15,454.45,454,454.44,454.8249444444445,453.46327049938117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.15,454.45,454,454.44,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.42128054041444,456.9155552849633,457.40983002951225,454.44418156221883,453.94990681766996,453.455632073121,455.09602251632583,455.1856855801386,455.2766226742103,455.32839799314235,453.82587585397414,454.15,454.45,454,454.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-64.34677538053374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-78.19161510061011,-106.84405856393786,0
2023-07-26T15:15:00Z,454.43,454.5,454.15,454.37,454.8212444444445,453.4898984227269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.43,454.5,454.15,454.37,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.360320700842,456.8473817081635,457.33444271548495,454.41207667155624,453.92501566423476,453.4379546569133,454.98765478608476,455.0801954908865,455.179544839934,455.2411982043905,453.82587585397414,454.43,454.5,454.15,454.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72.8682396699244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-78.38095503384757,-93.18052659860513,0
2023-07-26T15:30:00Z,454.35,454.72,454.33,454.675,454.80080000000004,453.5152937876057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.35,454.72,454.33,454.675,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.3049115673493,456.78711952430467,457.26932748126006,454.3760797395277,453.8938717825723,453.4116638256169,454.9389902795239,455.02478079998093,455.12210173494225,455.18633523550733,453.82587585397414,454.35,454.72,454.33,454.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-77.44472370141514,-77.44472370141514,NaN,-77.44472370141514,-77.44472370141514,NaN,NaN,NaN,NaN,250,150,-150,-250,-73.3075080009815,-68.02367620119512,0
2023-07-26T15:45:00Z,454.67,454.98,454.62,454.94,454.78068888888896,453.5400879118536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.67,454.98,454.62,454.94,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.26271664809366,456.7388142072013,457.2149117663089,454.3583264116632,453.88222885255556,453.40613129344797,454.94644659233774,455.0178914461377,455.1043390180745,455.1646157370329,453.82587585397414,454.67,454.98,454.62,454.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-76.36074336431918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-63.642224331867574,-36.83709925918956,0
2023-07-26T16:00:00Z,454.94,455.13,454.82,455.04,454.76897777777776,453.56456615361657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.94,455.13,454.82,455.04,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.22203943061857,456.6898321117708,457.157624792923,454.3508687060096,453.88307602485736,453.41528334370514,454.9798199391854,455.03513891596265,455.10754664081514,455.16097197523993,453.82587585397414,454.94,455.13,454.82,455.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-69.50171646439006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-51.15052990634751,-6.5187313062083305,0
2023-07-26T16:15:00Z,455.04,455.06,454.62,454.64,454.7698333333334,453.5889248305443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,455.04,455.06,454.62,454.64,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.1926941992333,456.6590972463279,457.1255002934226,454.32708201085484,453.8606789637602,453.39427591666555,454.9943981320608,455.03896369812225,455.10160331071324,455.15034334626733,453.82587585397414,455.04,455.06,454.62,454.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-59.889593564298174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-48.71669883037963,-20.31622184039034,0
2023-07-26T16:30:00Z,454.64,454.7,454.35,454.4,454.7729444444445,453.6127563339334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.64,454.7,454.35,454.4,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.13709206636014,456.59767496110004,457.0582578558399,454.29476048740054,453.83417759266064,453.3735946979208,454.9408711989588,454.9868154368727,455.0514028968741,455.10293878350234,453.82587585397414,454.64,454.7,454.35,454.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-51.879530553063645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-52.70631198742334,-48.48010638503799,0
2023-07-26T16:45:00Z,454.39,454.41,454.03,454.26,454.76022222222224,453.63510454058815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.39,454.41,454.03,454.26,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,456.0557693203207,456.51232307032353,456.96887682032644,454.22955432030903,453.7730005703062,453.31644682030327,454.84434916278445,454.89807460043073,454.9712275347648,455.02999785892314,453.82587585397414,454.39,454.41,454.03,454.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-48.869649688833086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-59.31355484354008,-73.71855918263927,0
2023-07-26T17:00:00Z,454.26,454.48,454.19,454.42,454.72296666666676,453.6554157831098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.26,454.48,454.19,454.42,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,455.9365885198001,456.3848145823029,456.83304064480564,454.1436842697891,453.6954582072863,453.2472321447836,454.77810386046,454.8337554311337,454.9098240929192,454.97210334745756,453.82587585397414,454.26,454.48,454.19,454.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-50.59539590634196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-57.44705925989242,-59.98332247032285,0
2023-07-26T17:15:00Z,454.41,454.445,454.11,454.3,454.6693333333334,453.67392080078093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.41,454.445,454.11,454.3,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,455.8612397372181,456.3038044965958,456.7463692559734,454.0909806997077,453.64841594033004,453.20585118095244,454.71753952219456,454.77394690326696,454.85172108130433,454.9166187845673,453.82587585397414,454.41,454.445,454.11,454.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-55.151583669755865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-59.31956186058933,-65.26894996754682,0
2023-07-26T17:30:00Z,454.29,454.29,454.07,454.18,454.6124222222222,453.6911257180987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.29,454.29,454.07,454.18,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,455.7772036974843,456.209140218893,456.64107674030174,454.04945761184933,453.6175210904406,453.1855845690319,454.6398050636137,454.6994935335336,454.7815059461413,454.8506589125076,453.82587585397414,454.29,454.29,454.07,454.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-60.674128649687745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-64.53928449034733,-80.56328511822107,0
2023-07-26T17:45:00Z,454.18,454.375,454.18,454.22,454.5574,453.70710653707005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.18,454.375,454.18,454.22,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,453.9039649494645,NaN,NaN,NaN,455.6883353849537,456.10842508029197,456.5285147756303,454.00797660360047,453.5878869082622,453.16779721292386,454.5916586884112,454.6495714514515,454.7306927028736,454.8005895532963,453.82587585397414,454.18,454.375,454.18,454.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-65.32736382234235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-66.28881616489298,-78.67464566519399,0
2023-07-26T18:00:00Z,454.23,455,453.81,454.63,454.50989999999996,453.722057739662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.23,455,453.81,454.63,NaN,NaN,NaN,NaN,NaN,NaN,454.48,453.81,NaN,NaN,NaN,NaN,455.6814142139502,456.13999942452153,456.59858463509295,453.84707337166464,453.3884881610933,452.92990295052186,454.66590256324554,454.7034835358436,454.76435611501444,454.82158012663353,453.82587585397414,454.23,455,453.81,454.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-64.77841519885048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-50.17544000480642,-16.08491435474052,0
2023-07-26T18:15:00Z,454.61,454.82,453.98,454.34,454.47198888888886,453.7361832515354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454.61,454.82,453.98,454.34,NaN,NaN,NaN,NaN,NaN,NaN,454.48,NaN,NaN,NaN,NaN,NaN,455.514207388706,455.9918633387488,456.4695192887916,453.6035835885347,453.12592763849193,452.6482716884491,454.6939202790191,454.7214091457138,454.77131160063766,454.8214137975142,453.82587585397414,454.61,454.82,453.98,454.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-57.91378967583998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,150,-150,-250,-49.76286059259013,-31.68614923701645,0
